TSB Ergonomic Report
  Job Title: angkat beras
  Job Number: 01
  Location: kediri
  Analyst: sudiarta
  Date: 2/20/2021
  Comments: beras 50KG x10
  



Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
7.633, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,150.062,153.933,167.996,174.872,77.881,67.704,-4.248,-1.014,-4.408,8.106,1.053,-1.726,8.573,-23.661,-48.640,-78.583,28.787,-8.060,53.494,-19.584,-30.787,-28.287,-10.908,2.654,-35.546,1.998,-107.714,-0.489,-224.033,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,273.854,431.191,106.095,228.587,196.903,122.134,145.250,156.895,172.183,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,86.285,93.246,28.383,62.372,79.051,42.743,42.775,51.884,56.940,95.127,99.591,95.769,60.903,99.401,98.812,100.000,99.645,93.648,61.429,97.314,99.959,0.000,99.711,99.757,100.000,99.960,100.000,97.938,99.752,80.994,99.871,18.120,
7.667, ,,6.427,58.817,12.415,6.075,113.000,112.620,54.401,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,149.770,154.402,166.752,174.872,77.328,73.323,-4.298,-0.954,-4.443,8.134,1.061,-1.734,8.674,-23.812,-48.661,-78.563,28.441,-7.878,53.677,-19.870,-30.758,-29.665,-11.250,2.611,-36.509,2.132,-113.119,-0.486,-232.911,9.045,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,272.837,431.191,106.095,228.585,196.837,124.783,145.250,157.726,163.742,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,85.964,93.246,28.383,62.372,79.024,43.670,42.775,52.159,54.148,94.951,99.624,95.669,60.542,99.395,98.805,100.000,99.636,93.636,61.466,97.424,99.960,0.000,99.689,99.756,100.000,99.958,100.000,97.876,99.751,77.377,99.871,10.070,
7.700, ,,6.427,58.817,12.415,6.075,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,144.752,150.738,153.948,164.385,69.537,70.016,-4.295,-0.957,-4.442,8.132,1.061,-1.733,8.674,-23.798,-48.658,-78.562,28.459,-7.886,53.665,-19.857,-30.779,-29.587,-11.233,0.420,-38.965,3.172,-81.531,-0.486,-261.321,9.045,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,280.772,431.191,106.095,228.153,197.404,147.180,135.733,169.429,168.710,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,88.464,93.246,28.383,62.254,79.252,51.509,39.973,56.029,55.791,94.963,99.623,95.672,60.572,99.395,98.806,100.000,99.637,93.637,61.467,97.418,99.960,0.000,99.690,99.764,100.000,99.958,100.000,97.720,99.741,91.248,99.871,4.845,
7.733, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,142.819,157.290,149.161,174.872,66.489,73.945,-4.267,-0.989,-4.423,8.115,1.056,-1.729,8.632,-23.709,-48.643,-78.589,28.640,-7.858,53.568,-19.685,-30.828,-28.830,-11.049,-0.456,-40.209,3.536,-143.551,-0.488,-289.081,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,266.582,431.191,106.095,199.045,196.475,153.414,145.250,174.008,162.807,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,83.993,93.246,28.383,79.910,78.879,53.691,42.775,57.543,53.839,95.061,99.605,95.724,60.775,99.398,98.810,100.000,99.642,93.646,61.435,97.361,99.960,0.000,99.705,99.749,100.000,99.959,99.352,97.621,99.737,51.596,99.871,0.951,
7.767, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,138.810,158.755,142.065,174.872,65.000,72.479,-4.239,-1.020,-4.406,8.099,1.052,-1.724,8.580,-23.617,-48.631,-78.580,28.834,-8.078,53.460,-19.553,-30.873,-28.074,-10.865,-2.622,-42.728,3.929,-159.510,-0.479,-318.078,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,263.409,431.191,106.095,200.091,196.321,160.697,145.250,176.244,165.010,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,82.994,93.246,28.383,80.331,78.817,56.239,42.775,58.282,54.567,95.161,99.587,95.774,60.997,99.401,98.814,100.000,99.648,93.654,61.434,97.299,99.959,0.000,99.714,99.745,100.000,99.960,99.301,97.434,99.734,36.934,99.871,0.252,
7.800, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,134.453,160.190,136.169,174.872,65.000,71.042,-4.211,-1.052,-4.388,8.082,1.047,-1.720,8.527,-23.527,-48.619,-78.589,29.028,-8.176,53.352,-19.401,-30.916,-27.319,-10.680,-5.169,-45.626,4.125,-175.499,-0.470,-346.757,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,260.302,431.191,106.095,201.393,196.188,165.085,145.250,176.244,167.168,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,82.015,93.246,28.383,80.853,78.764,57.775,42.775,58.282,55.281,95.258,99.569,95.826,61.217,99.404,98.818,100.000,99.653,93.662,61.418,97.235,99.958,0.000,99.725,99.741,100.000,99.961,99.238,97.203,99.733,23.968,99.871,0.058,
7.833, ,,6.427,58.817,12.415,6.075,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,130.556,161.595,132.958,174.872,65.000,69.637,-4.183,-1.084,-4.370,8.066,1.043,-1.716,8.464,-23.438,-48.611,-78.597,29.236,-8.272,53.234,-19.247,-30.954,-26.566,-10.497,-7.664,-48.456,4.039,-191.065,-0.474,-374.666,9.045,6.605,9.836,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,257.260,431.191,106.095,202.704,196.077,166.882,145.250,176.244,169.280,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,81.056,93.246,28.383,81.379,78.719,58.404,42.775,58.282,55.979,95.352,99.549,95.877,61.456,99.408,98.822,100.000,99.659,93.668,61.403,97.166,99.957,0.000,99.735,99.737,100.000,99.962,99.172,96.963,99.734,14.203,99.871,0.000,
7.867, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,127.559,162.945,132.926,174.872,65.000,68.525,-4.155,-1.116,-4.351,8.050,1.038,-1.712,8.417,-23.353,-48.595,-78.623,29.417,-8.245,53.136,-19.072,-30.989,-25.812,-10.312,-9.861,-50.954,3.658,-205.727,-0.490,-401.144,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,254.335,431.191,106.095,203.805,195.986,166.898,145.250,176.244,170.949,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,80.135,93.246,28.383,81.821,78.682,58.409,42.775,58.282,56.531,95.444,99.529,95.930,61.654,99.411,98.826,100.000,99.664,93.677,61.373,97.104,99.958,0.000,99.748,99.733,100.000,99.963,99.111,96.736,99.740,7.868,99.871,0.000,
7.900, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,125.744,163.495,136.060,174.872,65.000,68.395,-4.127,-1.148,-4.332,8.034,1.033,-1.707,8.360,-23.266,-48.583,-78.631,29.612,-8.343,53.028,-18.918,-31.018,-25.059,-10.127,-11.599,-52.892,3.000,-212.612,-0.515,-413.048,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,253.144,431.191,106.095,204.511,195.954,165.153,145.250,176.244,171.144,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,79.759,93.246,28.383,82.105,78.670,57.799,42.775,58.282,56.596,95.535,99.508,95.981,61.871,99.414,98.830,100.000,99.669,93.685,61.359,97.037,99.957,0.000,99.758,99.732,100.000,99.964,99.059,96.551,99.748,5.764,99.871,0.000,
7.933, ,,6.435,58.817,12.432,6.076,113.000,112.620,54.402,59.225,57.784,9.685,-37.672,-63.474,-96.298,-175.707,46.868,5.415,0.001,125.294,163.495,142.130,174.872,67.278,69.082,-4.100,-1.180,-4.313,8.018,1.029,-1.703,8.294,-23.180,-48.575,-78.638,29.820,-8.441,52.909,-18.762,-31.043,-24.307,-9.942,-12.755,-54.154,2.109,-213.895,-0.533,-414.763,9.044,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.638,65.946,92.325,7.236,52.310,253.144,431.191,106.095,204.690,195.954,160.641,145.250,172.822,170.113,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.829,19.262,25.189,1.851,11.848,79.759,93.246,28.383,82.177,78.670,56.219,42.775,57.151,56.255,95.624,99.486,96.033,62.105,99.417,98.833,100.000,99.674,93.691,61.345,96.964,99.956,0.000,99.768,99.731,100.000,99.965,99.024,96.427,99.759,5.425,99.871,0.000,
7.967, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.401,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,125.910,163.495,150.062,174.872,70.912,70.324,-4.072,-1.213,-4.295,8.002,1.024,-1.699,8.244,-23.092,-48.559,-78.627,30.001,-8.664,52.811,-18.627,-31.063,-23.551,-9.755,-13.423,-54.852,1.076,-214.609,-0.546,-416.008,9.045,6.604,9.836,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,204.445,195.954,152.325,145.250,167.364,168.247,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,82.079,78.670,53.309,42.775,55.346,55.638,95.713,99.463,96.083,62.300,99.420,98.838,100.000,99.679,93.701,61.349,96.898,99.955,0.000,99.775,99.731,100.000,99.965,99.002,96.357,99.772,5.244,99.871,0.000,
8.000, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,127.056,163.495,158.486,174.872,73.970,71.865,-4.044,-1.245,-4.276,7.986,1.019,-1.695,8.184,-23.008,-48.547,-78.634,30.196,-8.762,52.703,-18.471,-31.078,-22.797,-9.568,-13.791,-55.117,0.023,-214.878,-0.559,-416.969,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,203.997,195.954,140.225,145.250,162.771,165.933,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,81.899,78.670,49.075,42.775,53.827,54.873,95.799,99.438,96.134,62.512,99.424,98.841,100.000,99.684,93.708,61.336,96.827,99.954,0.000,99.784,99.731,100.000,100.000,98.989,96.330,99.786,5.177,99.870,0.000,
8.033, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,130.246,163.495,170.245,174.872,78.077,73.585,-4.017,-1.277,-4.256,7.970,1.014,-1.690,8.123,-22.927,-48.534,-78.658,30.391,-8.736,52.594,-18.293,-31.091,-22.042,-9.380,-27.393,-14.349,3.791,-13.189,-16.876,-9.135,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,253.144,431.191,106.095,202.814,195.954,117.122,145.250,156.601,163.349,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,79.759,93.246,28.383,81.424,78.670,40.989,42.775,51.787,54.018,95.882,99.413,96.186,62.723,99.427,98.845,100.000,99.688,93.716,61.308,96.754,99.954,0.000,99.795,99.731,100.000,100.000,98.439,98.951,99.715,99.899,99.651,99.784,
8.067, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,130.549,163.495,174.872,165.589,78.268,70.487,-3.989,-1.310,-4.237,7.954,1.010,-1.686,8.061,-22.842,-48.522,-78.646,30.586,-8.960,52.486,-18.156,-31.097,-21.284,-9.191,-28.031,13.355,116.354,4.110,214.828,-0.439,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,202.706,225.939,105.883,127.179,156.315,168.002,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,81.380,61.650,37.056,44.509,51.692,55.557,95.966,99.387,96.236,62.932,99.430,98.849,100.000,99.693,93.724,61.314,96.680,99.953,0.000,99.802,99.731,100.000,100.000,98.407,100.000,38.865,99.715,12.878,99.872,
8.100, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,129.305,163.293,174.872,156.861,76.632,67.472,-3.962,-1.343,-4.218,7.938,1.005,-1.682,7.997,-22.760,-48.510,-78.652,30.780,-9.059,52.377,-17.998,-31.100,-20.527,-9.002,-26.553,14.234,129.003,5.121,238.818,-0.401,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.581,431.191,106.095,203.153,226.019,105.883,142.836,158.771,172.532,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.897,93.246,28.383,81.560,61.672,37.056,49.988,52.504,57.055,96.047,99.360,96.287,63.140,99.433,98.853,100.000,99.697,93.732,61.303,96.605,99.952,0.000,99.810,99.731,100.000,100.000,98.481,100.000,26.628,99.706,6.366,99.872,
8.133, ,,6.427,58.817,12.415,6.076,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,128.896,162.488,174.872,152.178,76.701,66.170,-3.935,-1.375,-4.198,7.923,1.000,-1.678,7.924,-22.679,-48.502,-78.657,30.989,-9.159,52.258,-17.839,-31.098,-19.771,-8.812,-26.068,14.143,133.141,5.542,246.781,-0.382,9.045,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,255.325,431.191,106.095,203.303,226.324,105.882,149.614,158.668,174.487,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,80.447,93.246,28.383,81.620,61.755,37.056,52.360,52.470,57.701,96.126,99.332,96.338,63.366,99.436,98.856,100.000,99.701,93.739,61.293,96.523,99.952,0.000,99.818,99.734,100.000,100.000,98.505,100.000,23.093,99.703,4.654,99.872,
8.167, ,,6.427,58.817,12.415,6.076,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,129.492,163.018,174.872,150.214,79.740,65.730,-3.908,-1.408,-4.178,7.907,0.995,-1.674,7.859,-22.599,-48.489,-78.662,31.183,-9.259,52.149,-17.680,-31.092,-19.015,-8.622,-24.922,14.724,128.950,5.800,237.391,-0.366,9.045,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,254.176,431.191,106.095,203.085,226.125,105.882,152.138,154.103,175.148,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,80.085,93.246,28.383,81.533,61.701,37.056,53.244,50.961,57.920,96.204,99.302,96.389,63.571,99.440,98.860,100.000,99.706,93.746,61.284,96.445,99.951,0.000,99.825,99.732,100.000,100.000,98.556,100.000,26.674,99.700,5.108,99.872,
8.200, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,128.369,163.495,169.471,151.019,84.071,66.026,-3.881,-1.441,-4.157,7.892,0.990,-1.669,7.801,-22.520,-48.473,-78.667,31.365,-9.359,52.051,-17.520,-31.083,-18.259,-8.431,-24.127,14.974,139.785,5.765,209.618,-0.366,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,203.499,225.939,118.880,151.126,147.597,174.702,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,81.699,61.650,41.605,52.890,48.809,57.773,96.280,99.271,96.440,63.756,99.443,98.864,100.000,99.710,93.756,61.275,96.370,99.950,0.000,99.833,99.731,100.000,100.000,98.593,100.000,30.761,99.700,10.189,99.872,
8.233, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.401,59.225,57.800,9.686,-37.670,-63.567,-96.286,-175.603,46.868,5.415,0.001,125.364,163.495,159.968,154.936,90.947,66.958,-3.856,-1.471,-4.138,7.878,0.985,-1.666,7.738,-22.447,-48.461,-78.671,31.546,-9.452,51.950,-17.371,-31.071,-17.558,-8.255,-30.370,-10.762,6.972,-6.146,-14.139,-7.634,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,204.662,195.954,137.725,127.157,137.269,173.303,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,82.166,78.670,48.200,37.447,45.394,57.310,96.349,99.242,96.486,63.944,99.446,98.867,100.000,99.713,93.763,61.267,96.294,99.950,0.000,99.840,99.731,100.000,100.000,98.304,99.071,99.666,99.938,99.665,99.807,
8.267, ,,6.427,58.824,12.415,6.109,113.000,112.585,54.402,59.225,57.800,9.686,-37.670,-63.568,-96.286,-175.603,46.868,5.415,0.001,126.715,163.495,157.493,160.017,87.114,67.749,-3.882,-1.438,-4.160,7.892,0.990,-1.669,7.815,-22.517,-48.471,-78.665,31.349,-9.349,52.056,-17.535,-31.120,-18.313,-8.450,-31.658,-9.592,8.265,-6.757,-20.370,-7.789,9.045,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.628,65.942,92.319,7.241,52.273,253.144,431.191,106.095,204.129,195.954,141.837,131.768,143.027,172.116,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.826,19.261,25.188,1.853,11.839,79.759,93.246,28.383,81.952,78.670,49.639,38.805,47.298,56.917,96.277,99.274,96.433,63.757,99.442,98.864,100.000,99.710,93.757,61.279,96.376,99.950,0.000,99.832,99.731,100.000,100.000,98.233,99.107,99.643,99.936,99.524,99.805,
8.300, ,,6.427,58.817,12.415,6.076,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,128.716,163.495,156.332,149.294,83.946,65.000,-3.908,-1.404,-4.182,7.906,0.996,-1.673,7.881,-22.587,-48.485,-78.658,31.166,-9.246,52.151,-17.699,-31.165,-19.069,-8.645,-24.828,15.220,135.858,5.950,81.859,-0.361,9.045,6.605,9.836,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,253.144,431.191,106.095,203.370,225.939,143.656,153.257,147.786,176.244,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,79.759,93.246,28.383,81.647,61.650,50.275,53.635,48.871,58.282,96.204,99.306,96.379,63.587,99.439,98.860,100.000,99.706,93.749,61.292,96.452,99.951,0.000,99.825,99.730,100.000,100.000,98.561,100.000,56.175,99.698,91.136,99.872,
8.333, ,,6.427,58.817,12.415,6.076,113.000,112.620,54.402,59.225,57.784,9.686,-37.672,-63.568,-96.298,-175.603,46.868,5.415,0.001,131.267,160.137,156.302,135.998,81.358,65.000,-3.934,-1.371,-4.203,7.921,1.001,-1.677,7.955,-22.659,-48.495,-78.651,30.970,-9.144,52.258,-17.861,-31.206,-19.823,-8.839,-26.688,14.020,110.999,6.863,33.294,-0.277,9.045,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.628,65.946,92.319,7.236,52.273,260.417,431.191,106.095,202.454,227.105,143.702,165.192,151.673,176.244,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.826,19.262,25.188,1.851,11.839,82.051,93.246,28.383,81.279,61.968,50.291,57.812,50.157,58.282,96.129,99.336,96.325,63.396,99.436,98.857,100.000,99.702,93.743,61.305,96.531,99.952,0.000,99.817,99.739,100.000,100.000,98.470,100.000,74.230,99.691,99.086,99.873,
8.367, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,134.358,152.279,157.399,124.963,79.358,65.000,-3.960,-1.337,-4.223,7.935,1.006,-1.681,8.037,-22.733,-48.501,-78.662,30.759,-8.917,52.375,-18.003,-31.244,-20.577,-9.032,-32.109,9.245,77.373,7.112,-18.584,-0.249,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,277.436,431.191,106.095,201.424,228.520,141.987,169.672,154.677,176.244,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,87.413,93.246,28.383,80.866,62.354,49.691,59.380,51.150,58.282,96.052,99.365,96.272,63.185,99.432,98.853,100.000,99.699,93.738,61.301,96.613,99.953,0.000,99.810,99.757,100.000,100.000,98.186,100.000,90.329,99.690,99.609,99.873,
8.400, ,,6.435,58.824,12.432,6.109,113.000,112.585,54.402,59.225,57.800,9.685,-37.670,-63.474,-96.286,-175.707,46.868,5.415,0.001,138.059,144.358,159.791,117.542,78.046,65.000,-3.986,-1.304,-4.244,7.950,1.011,-1.685,8.108,-22.807,-48.511,-78.654,30.563,-8.814,52.481,-18.165,-31.277,-21.330,-9.224,-37.887,4.105,37.425,7.075,-70.514,-0.253,9.044,6.605,9.835,8.893,7.233,9.285,44.251,69.943,77.881,84.638,65.942,92.325,7.241,52.310,294.589,431.191,106.095,200.304,228.087,138.030,170.296,156.648,176.244,2.894,2.113,3.147,2.846,2.459,3.343,8.906,17.186,19.166,20.829,19.261,25.189,1.853,11.848,92.818,93.246,28.383,80.416,62.236,48.307,59.599,51.802,58.282,95.974,99.392,96.218,62.992,99.429,98.850,100.000,99.695,93.732,61.316,96.689,99.954,0.000,99.802,99.772,100.000,100.000,97.829,100.000,98.135,99.691,95.183,99.873,
8.433, ,,6.435,58.817,12.432,6.076,113.000,112.620,54.402,59.225,57.784,9.685,-37.672,-63.474,-96.298,-175.707,46.868,5.415,0.001,141.266,136.894,161.481,114.306,77.425,65.000,-4.013,-1.271,-4.265,7.964,1.016,-1.689,8.170,-22.881,-48.524,-78.646,30.379,-8.712,52.576,-18.326,-31.304,-22.084,-9.416,-43.617,-0.993,1.823,6.734,-119.907,-0.291,9.044,6.605,9.835,8.894,7.233,9.283,44.252,69.943,77.884,84.638,65.946,92.325,7.236,52.310,301.286,431.191,106.095,199.433,200.643,135.054,170.032,157.581,176.244,2.894,2.114,3.147,2.846,2.459,3.342,8.907,17.186,19.166,20.829,19.262,25.189,1.851,11.848,94.928,93.246,28.383,80.066,80.552,47.265,59.506,52.111,58.282,95.895,99.419,96.163,62.816,99.426,98.846,100.000,99.691,93.724,61.330,96.759,99.955,0.000,99.793,99.777,100.000,100.000,97.418,99.340,99.758,99.696,76.520,99.873,
